,Actual,R_Predicted,DTR_Predicted,RFR_Predict,XGBR_Predict
466,1500000,1042778.7629137398,1250000.0,1264084.995,1.2134202e+06
467,650000,811838.9595130067,650000.0,650000.0,652713.2
468,280000,262034.53230385046,217000.0,270771.7495238095,290310.2
469,600000,809124.6842777701,600000.0,600000.0,610141.2
470,650000,608221.7257684903,599000.0,578800.0,585700.75
471,700000,635058.6324081786,300000.0,403469.96,371061.22
472,409999,519947.231947202,400000.0,404740.0,368614.6
473,93150,-28468.72497150814,220000.0,237540.0,200752.05
474,650000,660176.766122235,830000.0,728239.99,676913.6
475,5400000,4257717.336172191,5414814.814814814,5413569.948435293,5.4220155e+06
476,375000,581621.5721181921,445000.0,392698.3233333333,430069.62
477,1630000,1576295.1820747298,1525000.0,1640750.0,1.5975955e+06
478,500000,747585.3123620045,400000.0,413929.91,513445.94
479,180000,242289.3397665695,238333.33333333334,237252.57936507938,229414.7
480,440000,496768.75825775904,379999.5,386499.6188333333,389406.38
481,550000,560730.3187250651,500000.0,508867.4816666667,534890.44
482,400000,428526.6419657302,390000.0,446045.69333333336,418487.1
483,275000,269320.64582435106,190000.0,304670.0,326561.1
484,550000,833334.667182923,600000.0,768230.0,820738.25
485,600000,747920.1673231713,700000.0,539316.4866666667,674009.25
486,215000,251672.55943929165,285000.0,322720.0,241993.1
487,600000,646503.6502761134,625000.0,618594.98,688404.2
488,68000,-85989.92325636267,100000.0,139319.98,105746.31
489,225000,81341.5025320903,155000.0,157750.0,167057.02
490,615000,732240.2179119921,611249.75,605955.0192182539,601816.7
491,500000,453684.3764162784,590000.0,534764.1566666667,498595.5
492,525000,1064976.8897850262,525000.0,620445.0,563032.7
493,265000,377052.3009256867,340000.0,287939.97,320892.47
494,335000,417039.941025168,345000.0,291144.8,336913.22
495,1210000,731294.6496438695,1050000.0,968424.2857142857,992745.8
496,244000,133870.5679035543,163333.33333333334,166779.99999999997,201167.83
497,300000,694994.8857080974,270000.0,323549.99,300113.2
498,850000,881769.3350663824,695000.0,726247.8571428572,758648.4
499,550000,761519.8645958782,675000.0,662800.0,648366.56
500,600000,646504.4040934953,615000.0,562910.0,611436.3
501,900000,1273946.851032104,1100000.0,1357700.0,1.03561325e+06
502,300000,498972.50032391225,365000.0,450448.27333333326,418196.34
503,925000,838351.6572084408,700000.0,848108.0952380953,910757.2
504,320000,276687.95910386805,180000.0,200229.98,218833.95
505,2600000,4133862.8468363667,2600000.0,2789550.0,2.6059135e+06
506,445000,625912.6881251386,445000.0,465079.93,432503.47
507,600000,809124.6842777701,600000.0,600000.0,610141.2
508,650000,799541.5655496031,650000.0,664050.0,653445.06
509,150000,50457.964061437175,165000.0,153510.0,147529.94
510,649000,754230.2992864946,425000.0,630296.6666666666,657492.5
511,229999,453975.61624343577,250000.0,257949.99,263243.1
512,484999,661888.3091745204,484999.0,503416.00666666665,557852.25
513,670000,668591.7112238986,670000.0,740519.99,737284.4
514,600000,658759.9903327427,650000.0,623808.9766666667,579670.94
515,361000,448464.3602019977,346000.0,339730.0,395023.56
516,575000,560989.689920811,675000.0,664987.1428571428,629971.2
517,749000,779424.603693811,630000.0,626029.8888888889,608206.7
518,690000,543654.9438371733,695000.0,698124.91,722268.9
519,690000,766371.6877149227,690000.0,698100.0,714105.94
520,1030000,796018.4744843608,810000.0,872630.0,868295.9
521,175000,119244.35135780275,175000.0,163349.99,169046.0
522,800000,1312724.911882646,800000.0,908800.0,812825.3
523,425000,534092.4490269222,430000.0,439964.92,441739.7
524,390000,532802.5927843237,420000.0,399946.7757142857,393117.28
525,802999,742736.3002964223,750000.0,735850.0,747089.75
526,220000,163880.7950969207,220000.0,221718.04916666663,203255.58
527,500000,601701.6560371877,500000.0,472659.94,485355.12
528,425000,439974.3565052778,425000.0,398500.0,393793.38
529,450000,620391.0096997648,450000.0,450000.0,473082.16
530,650000,778372.8014435009,600000.0,628167.2182222222,615669.9
531,415000,596590.5573771872,385000.0,399928.46642857144,455501.16
532,750000,722558.7075001937,750000.0,779860.0,852423.7
533,530000,446898.28150007944,445000.0,456994.95,475514.53
534,900000,823759.2711906838,770000.0,801550.0,865774.75
535,650000,453328.7172117992,625000.0,598469.91,572425.0
536,242000,442659.7759596733,242000.0,271269.98,317522.22
537,900000,796032.2487883368,950000.0,914950.0,923874.1
538,260000,269755.43003844394,260000.0,268639.0,252098.12
539,550000,576000.9876675673,575000.0,595479.1666666666,604148.7
540,267000,305902.79968216625,267000.0,277300.0,274743.22
541,2000000,1412183.4545129118,2000000.0,2000000.0,1.9966596e+06
542,250000,290922.4085910852,229999.0,234729.96,232075.8
543,450000,536015.0500805951,450000.0,456259.97,521219.25
544,170000,-13416.615766180446,108000.0,120959.99,110474.26
545,412000,513740.7535544257,490000.0,471510.0,474323.4
546,400000,490499.67431308865,375000.0,425504.97,429817.44
547,160000,237358.5931086025,215000.0,203768.41,216180.39
548,3800000,3423736.439961835,3800000.0,3800000.0,3.8074152e+06
549,1450000,2085892.7290701275,1450000.0,1839530.0,1.6585028e+06
550,515000,644116.4971642086,515000.0,555719.99,602874.4
551,1050000,776656.52592101,1000000.0,864309.83,839870.5
552,780000,695162.4005422775,800000.0,772005.0,724500.0
553,540000,577615.7056550008,540000.0,522664.24428571423,495872.06
554,741000,862694.2463050643,750000.0,781387.5,932941.75
555,98000,-72840.75620598532,65000.0,143940.0,108031.805
556,350000,452342.8145256966,285000.0,403449.98,408711.94
557,350000,517848.9174703584,450000.0,415930.0,356683.75
558,450000,329684.7123931241,432500.0,434150.5952380952,415647.5
559,1050000,905333.8978116206,1050000.0,1050800.0,1.0155459e+06
560,1050000,1025732.6383897122,750000.0,922629.96,977773.9
561,600000,617816.4701154925,650000.0,613604.1566666666,630329.9
562,750000,788718.4402490326,800000.0,773483.3333333335,722898.8
563,150000,168074.04802698345,160000.0,171159.92,174209.23
564,135000,141384.24471219425,140000.0,175320.0,208239.86
565,2500000,3910291.330400619,2500000.0,2405249.99,2.4564252e+06
566,178000,58730.227495071944,235000.0,192850.0,189008.48
567,400000,433531.9234474773,350000.0,391725.0,398131.78
568,120000,-110761.75462634466,100000.0,109830.0,76983.984
569,475000,331715.8652559213,434999.0,445299.74,444536.38
570,800000,809016.7848706711,1200000.0,869630.0,831808.56
571,362000,429403.22536555515,459999.0,362659.94,355431.28
572,631000,522092.6809290758,700000.0,671100.0,654259.75
573,400000,464717.55323864735,375000.0,375634.98,431516.56
574,540000,596165.4963244778,540000.0,538395.3571428572,499673.12
575,185000,202029.8162588668,180000.0,222592.41750000004,266840.72
576,275000,351318.0341267392,325000.0,286490.0,262508.97
577,860000,720112.7374505381,750000.0,741189.99,717501.2
578,180000,123352.54540045472,185000.0,184716.6666666667,191641.75
579,310000,361806.3787546843,350000.0,339209.96,308376.06
580,185000,223660.74469938467,300000.0,263759.88,209664.9
581,650000,679499.1292379732,650000.0,606090.8133333334,593501.44
582,75000,-189980.20252813073,99000.0,80726.14,89045.85
583,250000,36293.67619449389,155000.0,165053.54761904766,185382.16
584,450000,497158.732968446,350000.0,421699.98,364699.06
585,450000,620391.0096997648,450000.0,450000.0,473082.16
586,400000,449907.16559839796,400000.0,390249.99000000005,398102.03
587,280000,395428.85560514615,260000.0,234902.4525,209864.34
588,500000,534947.590521953,500000.0,504449.77,547780.0
589,165000,121891.04817418044,200000.0,187879.99,210327.58
590,225000,191946.0956473446,191000.0,241469.99,219282.64
591,300000,374651.3408931124,295000.0,285098.3133333333,300638.84
592,1550000,1979580.0902259462,1550000.0,1586416.566666667,1.5707542e+06
593,409999,327549.5936751721,340000.0,294869.95,335660.12
594,229999,324695.042087458,254999.0,238009.74,261677.48
595,200000,-40155.41664161871,220000.0,211320.0,193146.75
596,50000,-174753.9630749839,130000.0,96499.89,74190.305
597,300000,236079.87359262444,290000.0,284049.99,304419.75
598,616000,589683.4815783913,690000.0,688916.6366666667,657464.6
599,355000,204902.1455987724,380000.0,329412.5,297362.8
600,45000,-177113.95751912473,46000.0,55910.0,-12427.322
601,850000,718576.0627683025,725000.0,794231.031746032,774172.8
602,725000,704634.2052326127,725000.0,716100.0,690693.25
603,400000,416302.9174449609,172000.0,319384.94,295872.22
604,310000,329900.35244346637,385000.0,356508.80952380947,327795.38
605,350000,398096.09359664633,320000.0,431699.52,428971.47
606,710000,690750.0706804033,710000.0,737700.0,792100.7
607,850000,872638.8086519941,1140000.0,1060862.47,997917.7
608,475000,553096.3226962044,490000.0,527538.3333333333,531027.4
609,1445000,1100733.0100950028,1400000.0,1416940.0,1.3923288e+06
610,600000,636380.7409160807,600000.0,597996.6666666666,646885.25
611,2450000,2728781.0480038533,2450000.0,2302981.182121212,2.4336418e+06
612,630000,685688.8771776998,760000.0,707408.4126984127,704941.7
613,600000,795605.8058954733,600000.0,610350.0,658361.0
614,500000,553882.2758979056,490000.0,415501.55833333335,464381.6
615,745000,746940.4048313061,625000.0,634062.5,666522.1
616,745000,847106.0704967866,875000.0,869749.99,876852.4
617,81000,-307505.97451509733,120000.0,110320.0,53941.7
618,220000,249045.28477871313,220000.0,214199.96,236481.55
619,1748999,1470902.38790397,1850000.0,1789030.0,1.7076672e+06
620,990000,925362.5215326373,950000.0,1109990.0,1.1716924e+06
621,132000,745249.3625678987,390000.0,422310.0,410784.16
622,370000,292161.4030058033,350000.0,391154.99,326619.84
623,250000,249973.52030264202,200000.0,267699.99,227982.88
624,175000,124863.93329220073,102000.0,134036.65666666665,149639.31
625,1950000,3304738.712560611,3300000.0,2431807.5566666666,2.4235772e+06
626,200000,153315.51553403243,130000.0,168149.78,197405.64
627,575000,708983.2056198854,600000.0,623560.0,573858.6
628,650000,511078.45183264394,520000.0,527819.9999999999,561899.3
629,114999,137574.43396509532,220000.0,178279.98,169008.72
630,400000,510819.08063689806,490000.0,476008.33333333326,471406.75
631,2000000,1412183.4545129118,2000000.0,2000000.0,1.9966596e+06
632,240000,289976.5031704349,250000.0,237804.895,230909.62
633,195000,228768.6909925561,282000.0,217430.0,195687.56
634,539000,497965.7595832128,797000.0,701413.3333333335,552127.25
635,90000,-126319.29519152432,60000.0,60792.59,84636.08
636,250000,442088.5765700673,500000.0,610999.975,483552.56
637,280000,358011.0661352935,450000.0,391759.97,348187.1
638,760000,685810.8277534859,760000.0,717603.2539682541,741944.4
639,950000,796018.4744843608,810000.0,872630.0,868295.9
640,700000,678631.1398143792,700000.0,682504.99,670483.5
641,210000,149160.9001055064,220000.0,261219.99,195650.39
642,861000,795289.9016663916,844999.0,790626.0922857145,756901.0
643,900000,800097.5706763555,950000.0,928039.95,940946.06
644,725000,600251.9659481111,635000.0,598650.0,522212.78
645,465000,605238.2319521924,465000.0,466799.99,445100.03
646,720000,662508.8302074571,775000.0,802020.0,809452.4
647,300000,223866.342988569,300000.0,277799.97,274869.06
648,430000,576811.452601998,530000.0,617627.44,553274.06
649,722000,789931.5750671565,750000.0,746559.98,644955.75
650,530000,754515.8220836526,640000.0,689870.0,845052.6
651,900000,991202.1333064626,819999.0,897449.95,902050.1
652,55000,-410130.4455522342,70000.0,68770.0,73478.83
653,509999,738775.8578261413,650000.0,534731.6366666666,484280.88
654,950000,1055652.7835430603,1300000.0,1165068.2616666667,1.2231374e+06
655,380000,355939.4990186005,320000.0,307669.99,305902.06
656,670000,676998.3405921841,750000.0,739636.6666666667,778231.94
657,320000,366899.25216512266,300000.0,293026.6666666667,303233.28
658,350000,376739.88492217736,360000.0,360016.6566666666,391482.4
659,500000,584821.3554930078,400000.0,410080.0,442560.12
660,2450000,2492516.303392874,1898999.0,2204409.66,1.887244e+06
661,540000,613278.3741148408,528000.0,545923.3333333334,604824.9
662,680000,802095.8317360921,625000.0,613140.0,603395.9
663,1200000,935989.7421607883,1150000.0,1103176.6566666667,1.087797e+06
664,290000,294442.4762551807,295000.0,271479.13666666666,281956.72
665,3200000,1838678.4059355985,3000000.0,3539272.4513259707,4.2434845e+06
666,650000,616674.207851949,550000.0,613549.9999999999,632338.75
667,200000,258717.18297783792,240000.0,217649.95,189836.95
668,300000,639999.2730840874,450000.0,398609.98,474279.84
669,1800000,1785425.4589407207,1800000.0,1831160.0,1.7800496e+06
670,229999,142962.2596354026,200000.0,209030.0,197675.11
671,2900000,1632136.627868841,3200000.0,3131500.0,3.2583e+06
672,215000,117853.10050582269,215000.0,197990.0,194683.44
673,700000,597130.1093638022,700000.0,734269.77,707815.9
674,420000,282961.89079927845,295000.0,273339.95,268687.66
675,60000,-164784.27525266295,100000.0,92793.30333333334,76694.5
676,550000,408812.6796565677,500000.0,472477.99999999994,480841.72
677,525000,410475.5394228594,375000.0,391878.72316666663,421969.53
678,350000,470560.89907370263,380000.0,398939.97,432984.34
679,779000,765605.5153212993,779000.0,779000.0,775058.4
680,225000,200062.28221447498,207500.0,204431.64666666667,214493.44
681,300000,600779.5667063864,300000.0,314579.97,335136.47
682,620000,781257.3914675702,620000.0,597460.0,577685.25
683,840000,786677.5111686126,840000.0,808579.99,780268.1
684,520000,548181.2123850778,565000.0,568149.99,571600.0
685,3400000,3441079.218363036,3400000.0,3510500.0,3.5451805e+06
686,270000,316652.90878502117,135000.0,263979.96,285911.6
687,399000,595495.9431210965,450000.0,440666.532,521736.22
688,160000,288663.8574768317,160000.0,181499.96,181854.64
689,5500000,4257133.001588685,5500000.0,5500000.0,5.494123e+06
690,1100000,880064.6842393505,800000.0,937245.9323809524,931694.9
691,265000,380451.96446014725,290000.0,298340.0,320589.03
692,295000,250931.0366704595,283333.3333333333,282860.2380952381,278800.66
693,265000,392019.87565396994,240000.0,254529.84,313169.25
694,95000,58541.052788372384,135000.0,177219.99,148199.52
695,620000,489257.4667653418,620000.0,580802.0128571428,594494.25
696,520000,517591.2396819275,459999.0,532549.66,527851.6
697,200000,229905.94303035416,265000.0,246345.81,209785.4
698,1050000,984397.0009575237,1300000.0,1133100.0,1.1094219e+06
699,420000,388222.0246593295,420000.0,431329.97,435081.3
700,1925000,1428551.140095885,2064000.0,1740140.0,1.7341675e+06
701,150000,-107256.28775966715,150000.0,144099.94,177495.36
702,200000,83158.45501840871,245000.0,197970.0,198481.72
703,560000,769039.2347020982,1265000.0,931660.0,744216.2
704,750000,809653.1177662007,750000.0,816510.0,904525.7
705,450000,1233140.440384209,168000.0,502569.95,431738.2
706,430000,467590.42556585534,375000.0,417983.33333333326,467124.94
707,445000,573747.7992554111,445000.0,454250.0,491499.72
708,1650000,1432640.5854622354,1650000.0,1823700.0,1.6815862e+06
709,225000,288216.8262449643,250000.0,287916.6566666667,267788.0
710,740000,754924.7812221519,740000.0,740000.0,734581.3
711,350000,380014.55418425676,300000.0,285175.0,360079.53
712,700000,730353.8151114132,700500.0,680743.5,613655.6
713,441000,638221.0708374899,450000.0,497599.9,448545.75
714,690000,590664.7013280632,500000.0,442670.0,439997.56
715,350000,365085.03203277,250000.0,313909.98000000004,291767.8
716,400000,284578.7814188804,425000.0,277493.29333333333,274359.97
717,480000,3554316.756986144,1500000.0,1086550.0,1.0746799e+06
718,270000,333346.79719032045,246750.0,248121.77380952382,269297.47
719,160000,14194.67995967425,160000.0,137266.66666666666,123660.08
720,400000,400149.00813533587,400000.0,379905.99,440887.84
721,725000,695590.8370156866,725000.0,721399.89,706145.9
722,278000,508198.28619738173,300000.0,328187.98,402279.34
723,150000,134924.9929923261,150000.0,153410.0,104587.16
724,250000,344457.85223213997,250000.0,244949.98,261338.23
725,844999,780954.396645986,844999.0,825489.3,790227.7
726,675000,725492.9216647614,675000.0,667110.0,677293.2
727,120000,94424.5446845293,110000.0,140879.99,131083.39
728,300000,294998.92892357113,270000.0,289488.57142857136,282982.5
729,1950000,1431243.715921368,2100000.0,1836919.97,1.8576216e+06
730,200000,240549.59987692226,200000.0,211569.99,218077.62
731,229999,48528.70254538325,150000.0,185590.0,178278.78
732,175000,194930.73485850514,120000.0,177716.66666666663,180428.98
733,285000,703045.1375658395,339000.0,329154.99,372727.25
734,325000,102459.96859454538,220000.0,288699.94,265302.34
735,250000,237282.92606998998,200000.0,227359.98,233297.38
736,620000,639926.1194439997,484999.0,535999.89,554603.25
737,100000,31197.31961570552,120000.0,138951.76,155790.7
738,750000,850316.3700073102,677500.0,690779.1666666664,739213.2
739,265000,390570.04667781515,347000.0,378720.95238095237,344978.44
740,370000,380120.1616847898,425000.0,328749.99,382350.06
741,300000,289278.9049372088,210000.0,234599.70428571428,260179.84
742,120000,-45003.48787064757,70000.0,101293.52,101123.02
743,70000,-116908.64845909702,65000.0,130557.02,108031.805
744,650000,811838.9595130067,650000.0,650000.0,652713.2
745,3800000,3423736.439961835,3800000.0,3800000.0,3.8074152e+06
746,350000,430670.5713781598,330000.0,310409.99,329119.2
747,310000,353798.5076130141,290000.0,293882.5833333333,293376.94
748,430000,442515.39037368866,495000.0,451549.96,455400.56
749,360000,564337.4016574456,550000.0,444399.995,478302.38
750,300000,278520.4487910269,250000.0,254489.36904761905,254166.95
751,350000,374365.82013489533,220000.0,271313.3333333333,322131.25
752,700000,652160.6596019351,695000.0,667276.380952381,623031.5
753,180000,209763.3966348371,160000.0,169829.97,195255.72
754,600000,517035.3099250726,600000.0,576106.6666666666,552852.0
755,600000,517853.86145438603,600000.0,596550.0,576231.94
756,300000,428396.7919179177,305000.0,304481.6666666666,307035.12
757,650000,595681.6058536638,800000.0,715750.0,650461.75
758,320000,397816.28023568285,415000.0,474890.81333333335,482151.9
759,700000,498386.52223933523,475000.0,619976.6166666667,551536.9
760,240000,366917.98837497755,300000.0,272724.94,283871.22
761,1700000,1362412.5711395354,1380000.0,1512250.0,1.4820709e+06
762,699000,633564.4707839999,590000.0,609420.0,656227.1
763,600000,355979.76865087304,500000.0,465038.0852380952,450188.56
764,550000,301518.221516593,350000.0,347574.99999999994,327254.7
765,1650000,1315271.4791057804,1650000.0,1733549.98,1.664621e+06
766,380000,452741.6273351347,600000.0,547008.1733333333,483395.53
767,380000,397074.2545927033,450000.0,414940.0,372894.5
768,850000,726269.5291728205,812500.0,812829.3650793652,787812.06
769,297000,109214.45470625826,210000.0,244829.99,233975.17
770,391000,358987.79960229347,400000.0,428201.63666666666,416366.34
771,250000,486832.6376274192,350000.0,298300.0,275794.22
772,210000,236341.9608190547,220000.0,219460.0,204093.14
773,558000,715856.9094551678,680000.0,687054.557099567,727228.3
774,465000,519983.57092026493,360000.0,487943.3233333333,466276.8
775,375000,385543.25141685153,360000.0,426449.36,417430.88
776,600000,828025.3179768688,925000.0,754609.84,634984.06
777,155000,-119890.28150373034,65000.0,144231.66666666663,164978.27
778,650000,649285.6090959556,735000.0,712710.0,704295.94
779,140000,-32717.488458383712,110000.0,124618.42666666667,133854.75
780,2475000,3208297.8155354867,2475000.0,2475000.0,2.474031e+06
781,450000,461302.60279340675,625000.0,599819.99,551598.4
782,335000,500482.5934262311,335000.0,337450.0,374051.97
783,484999,597840.458015257,484999.0,474114.34,445110.75
784,246000,376995.811739465,246000.0,265019.99,272118.66
785,500000,674371.1245893257,466000.0,507041.6083333333,467438.94
786,220000,528791.9073618092,450000.0,395501.6666666666,468809.97
787,220000,190404.88717428857,227499.5,228105.79916666663,298390.47
788,240000,272322.3150820467,200000.0,218200.0,212991.75
789,350000,181587.93585798878,240000.0,296929.83,288513.94
790,450000,449908.04442487186,430000.0,432026.6438095238,426802.84
