,Actual,LR_Predicted,RFR_Predicted
1727,1116,1286.8,-207.00307107638946
1728,6822,6616.86,6398.102667669991
1729,5013,5054.12,5122.843807312929
1730,720,688.29,111.59025832842326
1731,8782,9873.8,9767.046830797459
1732,1605,1646.0,2081.4791739773527
1733,544,601.03,205.1866968660097
1734,8081,7260.3,6539.63094724237
1735,15231,14434.65,17278.767823137932
1736,3621,3532.49,4607.116256867786
1737,6005,6507.01,7007.143896411761
1738,984,979.49,1592.133625169789
1739,793,760.44,1412.9384986805308
1740,4773,4917.11,5636.836971117448
1741,605,675.98,563.264512209782
1742,11666,11464.27,10303.774134198658
1743,16237,15746.67,17127.854953401547
1744,4399,5176.06,5691.330230221686
1745,855,829.01,-240.6670059111857
1746,698,683.47,312.577421312003
1747,877,1043.57,1067.5250926780905
1748,5539,4561.34,4552.538349143995
1749,450,531.68,203.09005940782754
1750,5897,4327.08,5550.725569282442
1751,7094,8277.81,9055.019134586144
1752,1153,1086.1,1571.7873696438946
1753,6636,9534.81,7723.811815825329
1754,1007,1013.0,1552.6887300017584
1755,3189,2982.26,2992.8384337396374
1756,4337,4207.255,4183.94958563875
1757,4213,3510.91,4772.901803014981
1758,1094,1131.84,202.08085451087072
1759,552,580.83,185.3652697078951
1760,14615,14043.31,13927.369685329793
1761,4955,5365.29,5557.059325506079
1762,4528,4449.01,4910.945049601609
1763,3545,3873.75,4440.869829646112
1764,8954,10304.3,9667.104414360285
1765,872,797.46,635.8182978743216
1766,4423,4807.435,4881.061605519228
1767,3294,3565.86,4105.163524730344
1768,5320,4746.36,5373.90269935035
1769,1437,1470.41,2138.0919915765307
1770,2583,2902.13,3591.749996390748
1771,14540,15445.73,14005.739274275109
1772,589,647.88,350.317351591435
1773,1662,1756.72,2117.174811320241
1774,7651,8208.98,8871.31578124293
1775,6734,6634.76,6149.120236807796
1776,1913,2083.98,2602.435538866519
1777,698,692.6933333333333,265.2269204764825
1778,18559,16825.45,23223.443405769853
1779,554,536.04,-857.2717954380723
1780,18068,17409.82,16657.62940344349
1781,899,917.23,1134.2434111755924
1782,984,1007.43,1281.408439378452
1783,15272,16134.22,14283.881903382515
1784,3014,3091.08,3724.4973465807793
1785,1397,1330.4,2081.949759613284
1786,1327,1236.85,1851.31125046318
1787,1336,1454.58,1643.7208069647672
1788,1950,2629.83,1081.7076519430657
1789,4704,4471.89,4612.045318037261
1790,841,818.18,-90.5633586117292
1791,874,818.33,494.8969729986138
1792,1033,859.15,1056.6373403598873
1793,3539,2918.43,3473.8096905296443
1794,526,529.5,-334.97448535052354
1795,8977,8586.78,9207.413086903887
1796,3878,4304.47,4453.092001592759
1797,5078,5006.32,5609.368666693272
1798,3211,2831.1,4035.782191291948
1799,827,869.62,1128.6456897604648
1800,13956,14049.413999999999,13509.278859144242
1801,9651,12637.16,12939.781921397256
1802,5644,5894.42,6969.835285485947
1803,6324,6795.49,6579.991280027797
1804,2774,4964.51,1223.5810069532645
1805,1079,1123.64,485.95160122405196
1806,7714,7011.05,8386.854635494565
1807,710,669.6,724.4969776088074
1808,810,989.64,714.6270746777745
1809,7077,7390.42,6532.1132202254175
1810,1687,1616.27,1719.476251265166
1811,4514,4893.32,5245.718338940891
1812,3531,3662.2,3613.429443156607
1813,680,671.5,469.8081162188482
1814,3443,3633.83,3686.4357782033962
1815,4963,4448.34,5255.957586156004
1816,2333,1726.04,2228.571278202022
1817,866,921.09,1044.8304643415195
1818,907,780.94,749.1330895689839
1819,12621,12862.62,11090.261243372901
1820,510,601.88,-1132.0123959665507
1821,3913,4743.76,5601.708300097153
1822,4559,5070.74,5371.79896398325
1823,4475,4386.046666666666,4461.147192408255
1824,3309,3121.77,3887.1031007754773
1825,6058,6072.71,6052.4845630438485
1826,537,583.69,-504.4205972209311
1827,6618,6778.27,6266.5555453419365
1828,2085,1806.78,2643.279012305522
1829,852,971.22,1187.112402389982
1830,2835,3451.51,4113.1088894719005
1831,8430,9127.88,7840.166457578321
1832,5530,5074.57,5648.453004104986
1833,4435,5222.89,5470.666851228507
1834,17006,17212.21,14953.887757557311
1835,2782,2624.74,3784.4133476196257
1836,11153,10842.11,10089.14119846767
1837,7222,7854.61,8075.910112796234
1838,2839,2840.03,3924.284231942852
1839,413,742.11,-3229.5023683926747
1840,505,498.08,685.2832797787864
1841,17841,16969.79,15640.597877818453
1842,2457,2482.55,2528.2763917713305
1843,12048,12234.72,12086.062813610264
1844,806,873.93,1113.895242853876
1845,2390,2314.02,2476.0659021769757
1846,945,833.1,44.65820700969289
1847,361,502.07,-1427.8304890032232
1848,1114,978.24,1110.6863344321182
1849,4259,4371.46,4958.786558149118
1850,6320,10200.97,7086.119583914072
1851,9645,10564.04,9957.377372202369
1852,1871,1738.27,2327.0181209396824
1853,815,916.9,1088.0710281812208
1854,5868,5160.84,6357.6267095397825
1855,727,834.11,1238.1350270527619
1856,2190,2462.94,2196.4390819451355
1857,698,627.62,-148.6795337883559
1858,5784,5463.76,5412.950517174872
1859,802,798.605,425.930206027605
1860,2058,2063.49,1267.7754707655877
1861,1337,1346.03,1162.5577867317252
1862,2656,2536.26,3038.1674223414975
1863,12100,13732.41,14344.392977564492
1864,5697,4838.57,5040.785768933503
1865,1935,2111.48,1492.4682227659064
1866,12592,10804.15,10358.02031326116
1867,8022,7305.66,6830.367340347812
1868,1605,1501.196666666667,1647.6803867112872
1869,2767,2607.1933333333327,3165.7575944261016
1870,1605,1646.35,2092.3054310707857
1871,2762,2274.05,2654.439659160932
1872,3795,4787.64,4547.261881319878
1873,7548,7249.64,6930.427782445966
1874,4538,4498.71,4956.17726539022
1875,1754,1303.22,2506.15236857109
1876,11263,10892.6,10498.683553986408
1877,1009,1218.81,37.238696625716784
1878,1744,1762.44,2393.682479464298
1879,1238,1323.09,513.656675246918
1880,7260,7234.8,6561.547101672102
1881,816,843.03,949.4447175419509
1882,6315,6305.94,6138.267568518369
1883,1439,1388.72,2392.3956254225086
1884,7422,6555.06,6485.287072612092
1885,16287,15250.213333333335,13432.68045955392
1886,1736,1593.71,2474.3475216268153
1887,2611,3848.51,2814.886296222316
1888,5367,5237.645,5639.145126141455
1889,15306,11914.77,7667.833273102271
1890,700,735.53,-273.5148561412843
1891,3595,3262.83,3461.9453062210614
1892,552,544.56,191.10756825580938
1893,4853,4174.15,4847.758404198045
1894,2575,2361.54,2317.8357087783947
1895,1656,1637.95,2000.0984321498763
1896,17887,17323.525,15102.328996654442
1897,2342,2556.79,2813.1051459966247
1898,576,536.41,-510.23496341252394
1899,936,857.01,1059.4260257803521
1900,4641,4630.22,5225.544723639811
1901,4672,4871.08,5289.486246979466
1902,605,634.75,380.522282118357
1903,5014,5411.76,6209.065792937068
1904,5997,5736.84,6671.104288131086
1905,803,714.82,868.4176553241396
1906,5975,6154.83,7305.252388195802
1907,577,619.56,381.6476379077685
1908,1114,981.38,1122.3661567480585
1909,4381,4480.69,4892.814954121492
1910,2499,2547.81,2369.685647233261
1911,478,528.14,721.8008991319011
1912,776,688.02,415.42098777836327
1913,6580,6807.18,7420.027499766296
1914,2643,2545.46,3470.2149504778413
1915,714,652.03,293.4329920643413
1916,2168,2297.67,2143.377558875334
1917,668,672.88,-153.21857782958796
1918,4268,3973.81,5221.691175331487
1919,9909,9953.74,8903.715076012988
1920,689,668.16,-179.57671844901142
1921,3247,3188.22,4104.361769277343
1922,2364,2251.02,3112.7858243382607
1923,1821,1792.93,2368.2326957936507
1924,957,1002.79,1837.5744413191942
1925,4140,4237.99,4497.074121523196
1926,3012,3133.93,3585.3916975826587
1927,2970,3787.01,3528.4414226058225
1928,852,892.05,1223.5480754291984
1929,789,839.3,1206.7021853382885
1930,475,539.0,-73.56159027309423
1931,1919,1991.85,2649.0588815916917
1932,1966,2116.64,2240.758248173429
1933,13405,10832.576666666666,8189.445855918735
1934,2679,2647.33,3473.0711969381755
1935,692,757.58,1014.6821422702187
1936,3082,2814.29,3842.4327579906103
1937,2105,2097.53,2898.127890526089
1938,7440,6236.65,6496.014897400894
1939,1656,1756.07,2190.098763686179
1940,15804,13576.99,12196.25245937822
1941,4355,5839.37,5373.476545380319
1942,7934,11104.15,11306.358266571475
1943,3685,3599.737333333334,3922.394127971392
1944,3080,3869.31,3686.7291582515973
1945,768,834.59,738.1320329628334
1946,984,1030.91,1511.3431056757627
1947,1219,1299.97,1209.5073622808832
1948,650,603.58,1268.846149453631
1949,898,816.62,85.07323158517647
1950,673,702.98,630.7719928310025
1951,3275,3650.81,3028.336139416521
1952,419,424.44,-25.91323337884296
1953,8058,8501.54,9341.744214666582
1954,5653,5197.86,6081.509079592167
1955,720,663.7,-35.413158655761436
1956,4209,4120.673333333334,4665.399268031914
1957,3974,3330.91,4141.646339772562
1958,757,620.94,614.0978798258138
1959,4054,4343.63,4784.078570204358
1960,923,1022.9,1616.9519355831953
1961,1243,1211.1,1973.281067864175
1962,13724,11514.813333333332,10700.221538376754
1963,4715,4904.82,5566.929416352344
1964,7094,7108.05,7686.615479420869
1965,6720,6439.63,7397.209840791165
1966,608,656.99,313.70908604009446
1967,2330,2401.16,2521.50919096981
1968,448,476.3,-134.90180154983045
1969,571,576.45,256.211089439229
1970,419,418.86,267.59420791213506
1971,612,747.1533333333333,302.7313417420328
1972,625,624.04,412.9052424078777
1973,896,830.26,557.6563026609037
1974,2202,2080.63,2305.1214244479934
1975,3601,3551.06,4606.254504041399
1976,4234,4826.58,5534.765986024413
1977,5330,5424.33,5943.092634012149
1978,2192,2192.03,1689.0893217380326
1979,507,596.51,-125.70546977436152
1980,1368,1195.725,655.2560849287793
1981,1911,2243.57,2827.687300921975
1982,8192,9240.48,7897.827280595087
1983,8261,7726.43,8322.784932821869
1984,1703,1555.74,2133.489151062954
1985,1050,1020.06,1534.5689852120868
1986,4208,3002.02,4048.2868343678633
1987,1442,1657.92,2076.30860873531
1988,1427,1076.89,1867.6946561588302
1989,969,922.72,534.7933296291831
1990,2978,2726.54,2610.4092370640747
1991,7385,7743.07,7126.712658689224
1992,457,530.52,-560.3791849757217
1993,544,598.45,341.0224949002841
1994,698,676.46,-124.66771400446623
1995,1116,1033.82,1719.7992303705805
1996,516,570.245,111.01014115841645
1997,596,683.57,630.2656741865121
1998,957,948.98,874.6369334490591
1999,6412,6468.27,6372.387660897867
2000,15365,14277.42,11507.764862105432
2001,7267,7515.69,7148.1022607237755
2002,545,574.85,-33.99734897434155
2003,2817,3498.09,3234.587810121324
2004,3095,3111.885,4110.5009753048835
2005,769,678.34,1057.4604475560036
2006,2515,2486.88,2984.591752447959
2007,403,448.21,379.7640170797649
2008,1723,1726.28,1984.8717034692017
2009,1073,1039.8733333333332,1865.3864819641117
2010,683,743.05,-411.7549214792807
2011,6401,7680.13,8653.048580444058
2012,605,643.67,519.8163026803977
2013,764,822.22,896.5983321043013
2014,1662,1694.1,1947.5835999749652
2015,4173,4516.405,4770.125338018544
2016,568,602.64,-493.4574854372595
2017,2889,3027.49,3359.4691267334047
2018,3085,2729.55,3540.652321521664
2019,669,680.93,-179.81162219434736
2020,720,676.41,363.3836489870655
2021,2176,2643.67,1276.6679599043596
2022,1631,1728.4,2237.27904726835
2023,752,837.27,1079.0175229669226
2024,1271,1316.3,1307.7823212533872
2025,2232,2278.42,1862.1753745466567
2026,4926,4514.13,5278.486116802957
2027,708,799.1,-1218.6147289502505
2028,1056,1069.97,1614.87467009394
2029,5624,5525.03,5847.710800943248
2030,1024,1004.59,1419.561376347432
2031,874,964.82,1676.6244402094976
2032,923,889.25,329.34293668424107
2033,4784,5049.175,5442.316510544901
2034,1605,1335.725,1383.024154499859
2035,1088,1104.88,1816.8101334743592
2036,5937,6165.56,6893.85541215605
2037,5939,6233.69,5923.982606645533
2038,4790,4315.05,5024.292658433268
2039,1010,1005.12,1737.937219536961
2040,9727,13014.4,11498.692331685856
2041,16130,10893.06,9021.94272400132
2042,7730,8812.9,10589.786840466626
2043,12576,13769.34,11065.783341610528
2044,1076,1055.82,1514.761965217384
2045,2068,1730.52,2393.572458971283
2046,2874,3237.44,4109.719585409535
2047,3281,2990.52,3968.3738396025497
2048,449,527.54,-557.8003604500545
2049,504,506.73,112.76022510925532
2050,16754,15118.0,11594.880239022863
2051,436,470.08,112.24949742046283
2052,1952,1905.94,1401.253433191535
2053,10138,9928.13,8810.42288725618
2054,505,571.51,-205.46750635559147
2055,1845,1737.19,2192.664858266432
2056,2769,2607.47,2188.160716128013
2057,871,806.335,1125.6215037794655
2058,851,768.29,404.7769514729662
2059,984,961.03,1612.9636986328533
2060,8990,9553.05,7043.779396413375
2061,4742,4339.47,5091.187091042137
2062,5154,4552.82,4790.12032358603
2063,14111,14288.86,14205.012817120916
2064,2918,3496.06,3762.7039571331998
2065,7678,9534.67,9616.36899792956
2066,1656,1563.18,1570.7922632773707
2067,1914,1882.08,2674.7594453272154
2068,2901,3221.63,3968.962859384442
2069,2396,2966.49,2053.678736817853
2070,612,661.36,856.4563222632369
2071,2184,2361.76,2300.960506229365
2072,2833,2969.32,3466.6080062576493
2073,3323,3232.66,3983.382329907789
2074,1607,1666.86,2268.280238787247
2075,12907,13526.3,13839.284996094013
2076,7244,7831.45,8381.624871707012
2077,7573,7449.83,8281.536736332055
2078,1559,1627.34,2052.2601782593065
2079,2596,2472.52,3265.8243470751177
2080,1429,1710.93,2160.35798357204
2081,8258,8494.36,8870.290589391738
2082,3005,3362.05,3856.176928360538
2083,2012,1952.55,2543.8607589085536
2084,7036,7136.52,7636.139796411695
2085,5067,4987.55,4808.934379574432
2086,2431,2672.15,2753.025551037353
2087,348,380.27,-2180.714507944318
2088,5754,5982.42,6126.88122463334
2089,2450,3109.62,3043.378850669668
2090,14294,13118.87,10824.792787453156
2091,949,990.5333333333333,1736.2199034835457
2092,2318,2372.49,3092.1893635867177
2093,4059,3714.24,4022.4356892616725
2094,5824,6090.33,6033.3261303217605
2095,1113,1054.28,885.0802409576336
2096,675,722.07,645.3037067024261
2097,1744,1994.29,1976.730912181095
2098,4974,6455.46,7211.624750241645
2099,693,841.45,1124.6564281526362
2100,1761,1720.77,2440.7506124546585
2101,780,798.86,1022.6661033733594
2102,655,668.04,440.91882812993526
2103,401,525.22,-424.1464291462207
2104,2288,2586.36,2914.9827150475708
2105,1980,1948.42,2647.4054997831627
2106,10346,10478.25,10554.017890603423
2107,765,702.66,436.33428624539647
2108,2721,2788.96,3268.0147039989224
2109,10150,10416.13,10183.336455317445
2110,2684,2640.32,3179.7307203493133
2111,18779,16713.7,15170.204773474155
2112,942,874.62,885.8750501828408
2113,1819,1944.64,2580.803151400487
2114,4303,4309.54,4987.279525433985
2115,16593,15825.17,14487.196922750196
2116,827,883.17,981.1520050877125
2117,1815,1779.0279999999998,2185.7016277778102
2118,7744,8065.2288333333345,6724.923830858269
2119,2733,2508.91,2112.6429460319614
2120,2485,2717.32,2566.1894722319225
2121,1061,987.58,952.7069314994305
2122,463,545.17,-626.7069792479797
2123,3690,3693.68,3587.644011117423
2124,3180,3614.1766666666667,3354.276803309217
2125,505,519.21,-189.34425035677123
2126,1052,1023.82,1443.162075265307
2127,1814,2258.58,2505.460896734982
2128,5581,5595.86,6657.485535231087
2129,718,722.51,317.6038813757955
2130,886,875.86,1601.383078527921
2131,625,666.02,579.1247409382308
2132,4969,5908.06,6105.72925849668
2133,3145,2917.02,3885.027039299328
2134,456,493.66,316.79132971541367
2135,4317,4497.32,4344.109121624237
2136,6659,7104.6,7614.327804959397
2137,600,624.97,981.2286352584856
2138,1689,1718.48,2325.482587122301
2139,1081,1047.18,1673.7568406696737
2140,3455,3596.0,2610.527186810881
2141,756,638.02,350.80328418296995
2142,1701,1605.87,1659.5901244125462
2143,5039,6690.28,7257.873847438629
2144,706,843.26,974.8082273209229
2145,5589,4991.9,5030.44324339898
2146,3898,4016.39,4574.184484825935
2147,15258,14850.61,14990.495523894633
2148,12522,12721.82,11059.278490928344
2149,7495,7991.77,8593.166738864602
2150,1052,950.49,1651.0470679034393
2151,807,926.43,971.3749216573369
2152,3457,3647.83,3646.0260375481503
2153,4683,4656.74,5018.859286119409
2154,767,788.72,931.1525142609489
2155,810,718.47,316.1152537191442
2156,907,859.92,994.1471896037224
2157,900,826.47,676.1393050459865
2158,776,656.24,-497.273147583066
2159,3195,3975.07,4625.387193748699
2160,2558,2933.0,2999.1529246940054
2161,1007,898.8,1384.3778052171274
2162,12617,14351.32,14129.506774243973
2163,662,754.23,308.6101502626834
2164,3209,3349.29,4048.879245040812
2165,698,755.27,-1.2030652570647362
2166,10437,13636.05,15436.940834129126
2167,2553,2472.18,2969.46090140659
2168,12148,12360.05,10685.938169032253
2169,10896,14174.36,12623.02926520082
2170,3774,3784.35,4413.768885276537
2171,552,593.13,-64.10127599846874
2172,1348,1536.47,1084.3573257868602
2173,4849,9437.13,6669.684114200828
2174,6947,6870.9,7525.627071489425
2175,434,549.9,-959.0043788551775
2176,3265,3576.19,4536.796449126484
2177,540,504.69,-1220.349391188798
2178,4797,5107.9,5447.45674037812
2179,2381,2524.63,2998.7602500462854
2180,3745,3573.01,2669.055122534315
2181,5849,7132.88,7694.137779315059
2182,2112,2160.57,1512.8115336443693
2183,7557,7627.54,8774.566769519912
2184,3251,3351.23,3326.4296240940366
2185,7485,7223.28,7026.663568911489
2186,7666,8027.93,8009.398890809442
2187,4314,5332.08,6035.089060146536
2188,6350,6615.74,7399.55608673057
2189,450,508.29,-2330.0477290996014
2190,2074,2448.24,2776.9580060649387
2191,1013,947.04,874.7349895309007
2192,1583,1715.08,1815.691355419202
2193,7017,7025.5,6558.712620062198
2194,14108,15939.61,16713.502899802486
2195,2655,2839.38,3489.2677080779963
2196,4788,4551.16,4526.870152635484
2197,648,611.77,-157.90210931806087
2198,1230,1194.28,1835.7565449941976
2199,1197,903.4,1408.6162604776773
2200,1041,917.12,1260.9906742296216
2201,5544,4840.24,5658.492319122049
2202,620,596.08,986.2452183364171
2203,3896,3496.71,4379.854411089742
2204,616,570.54,511.9546871144048
2205,817,890.57,465.6392749632564
2206,910,932.98,1485.909235006854
2207,4434,4486.11,4626.781691057982
2208,486,509.32,623.2039480444678
2209,8127,8834.14,8905.652330764242
2210,665,697.47,1015.3642424806826
2211,606,745.12,94.39777992040308
2212,4685,5005.39,5099.074907782359
2213,1875,1913.37,2464.5784495437006
2214,2040,2191.9733333333334,2649.555142827432
2215,8040,8050.88,8233.983152030085
2216,2502,2475.16,3047.658151829006
2217,597,583.65,924.9903180429728
2218,828,839.08,404.89691729508286
2219,4927,3874.27,4547.808757024979
2220,4769,5368.57,5478.377534470585
2221,15993,15746.75,17454.269458956587
2222,17685,15549.82,13046.621183640304
2223,4798,5245.29,6174.921567102918
2224,1857,1913.98,2489.667195544039
2225,3816,3960.62,3534.517086376644
2226,801,719.02,463.6992930057304
2227,5217,5249.82,5605.145620450542
2228,658,669.79,491.30881670458893
2229,1981,2115.27,2696.507426755419
2230,675,644.26,123.26050413300709
2231,4692,4945.47,5239.014136404842
2232,625,591.75,531.0406759401558
2233,5055,4960.2,5011.491952127415
2234,16914,16585.19,15842.725123507409
2235,526,572.3333333333334,-46.34697271507139
2236,2238,2172.66,2886.008397901217
2237,17068,16716.31,15760.67289116156
2238,3713,4843.58,5202.075403938564
2239,2122,1969.08,3147.3481040926217
2240,13853,11830.0,10624.801001544332
2241,7453,6527.96,7972.114730347413
2242,4374,4904.27,5373.511739159615
2243,13168,11519.47,9619.419119372775
2244,3082,3394.93,3492.800217741992
2245,2285,2279.84,2670.483283929774
2246,3266,3337.64,4395.22623840149
2247,1084,1075.09,1531.3270038680248
2248,9813,10408.41,10003.04138519302
2249,2363,2605.97,2422.6335168578066
2250,1982,1997.61,1204.6146703655768
2251,1706,1993.68,2493.716256615661
2252,17206,15778.45,13003.448782245627
2253,720,683.56,213.32323780121487
2254,3932,4032.185,4704.615093516855
2255,571,620.47,29.638717823836487
2256,4067,3990.96,4138.576484695357
2257,3611,4040.07,4188.506916077172
2258,1122,1024.2,1648.179366621216
2259,2139,1644.5,2786.128276113226
2260,6630,6854.5,8118.539768467536
2261,14209,15737.16,17739.61170244372
2262,576,584.37,-832.2419126824461
2263,6927,6309.24,6082.441046273944
2264,3471,3201.45,3932.6148507584257
2265,419,411.04,590.0416675027136
2266,974,1149.3,763.7154848325154
2267,1631,1605.84,1841.19748283209
2268,13809,13345.983333333332,10938.302958080887
2269,4375,3885.74,4479.448570364901
2270,2053,1916.12,1327.8059058916515
2271,11399,10905.75,10003.098400110837
2272,812,817.2,1286.7082039832426
2273,12958,12558.53,10774.004847280172
2274,6368,6491.77,6254.38197809185
2275,931,1064.82,1484.8233058258402
2276,2061,1883.76,2978.003188839415
2277,3638,3916.87,3799.706882526412
2278,3633,3878.87,4670.536791238503
2279,886,875.37,1554.8403219793126
2280,13645,12017.29,11552.876020298623
2281,3004,3339.68,3921.128876096462
2282,12944,15148.78,15672.633353560772
2283,5569,5210.49,5891.426170201957
2284,1572,1417.97,1390.2887778633713
2285,792,794.85,712.6768825969539
2286,566,654.34,142.47594870656076
2287,1230,1146.52,1808.8945306095375
2288,1082,1114.72,1679.9781456160672
2289,1200,1249.76,1751.9893159342491
2290,1417,1554.24,1549.1607441897067
2291,2297,1717.42,2248.3072942227564
2292,776,695.3,510.33461148430524
2293,2795,2252.78,2307.2435209393952
2294,1422,1381.01,2178.6401753296514
2295,1807,1511.54,2401.804020671231
2296,725,620.72,128.95746982742548
2297,620,709.27,1050.823068234089
2298,3047,3140.3,3629.516510899274
2299,3945,4240.0,4072.7844344773957
2300,2913,2575.3,3296.7225366971716
2301,1689,1648.35,2110.4446160714306
2302,4068,4022.62,4622.841803008877
2303,666,775.63,-156.1277251212714
2304,2246,2122.56,1777.005622622467
2305,932,870.21,866.8907752666169
2306,1295,1324.69,904.1206102573324
2307,2567,2300.06,2797.3012347127233
2308,4889,3989.11,4772.671405912218
2309,3750,3267.21,3319.8232749543295
2310,4516,4494.23,4829.903243450515
2311,1046,1122.5,313.25008694164535
2312,2591,2711.02,3446.165049273113
2313,5646,5093.52,5496.634604546632
2314,5698,5196.03,6116.796447744051
2315,5599,5735.441999999999,5772.178748411119
2316,803,878.78,1480.9923022418088
2317,710,700.46,803.2929414026885
2318,5832,5204.13,5793.339706016417
2319,4057,4288.31,4743.456334675799
2320,849,883.65,667.180048905082
2321,1819,1892.08,2551.980774021318
2322,1892,1787.22,2588.147584051497
2323,605,600.39,459.93364558073426
2324,1168,1026.39,1640.6688589239825
2325,16256,12320.275,8920.596677509287
2326,1303,1515.38,1747.2920388168027
2327,612,541.0,-702.3959604900192
2328,972,839.19,731.0757764944856
2329,1433,1341.11,2350.933129501592
2330,4168,4876.79,6586.34735634191
2331,8072,7906.17,7779.087861316848
2332,10786,9750.15,8141.896873163027
2333,4782,5422.05,5477.2350212043
2334,6814,7897.5,7996.340712287233
2335,880,793.64,584.7590204557573
2336,3439,4666.06,2043.8530696438108
2337,1040,926.3,898.7139815344199
2338,4368,5707.7,6619.808132760551
2339,8662,8594.125,6806.437623204894
2340,2262,2276.47,1835.1650451003184
2341,466,542.89,382.5237284114287
2342,2406,2315.82,3172.333812620676
2343,4524,4572.38,4304.798276808528
2344,880,822.18,636.8524432467611
2345,3862,5180.87,5808.9122748968
2346,6887,6504.98,7373.753571409691
2347,5521,4805.268333333333,5716.444397677382
2348,792,874.35,773.9832315436429
2349,1018,1056.86,1876.8648175328544
2350,511,555.98,-522.0004625388474
2351,1935,1865.19,2503.5933296218523
2352,558,547.5,-1101.3705765132636
2353,1243,1222.28,1998.2603124641296
2354,1187,1264.04,2058.1177245869358
2355,521,623.66,-136.85532499386682
2356,4559,4597.63,4944.79021564825
2357,707,750.9,1035.3697895228502
2358,1367,1358.75,1926.0732983894372
2359,658,678.13,521.053639548546
2360,3853,4343.54,4593.6619761994825
2361,3892,4076.95,3862.535879412967
2362,500,662.65,-1740.4199240999978
2363,554,589.97,854.7832712136624
2364,4478,4394.38,5255.24505059042
2365,8452,8845.32,8153.380142120371
2366,11774,11560.27,9893.690694776225
2367,1768,1868.6,2325.1834710891876
2368,3920,3646.4,3543.9902050632386
2369,2789,2833.62,2811.0034129656424
2370,811,855.03,1098.956650908859
2371,853,883.97,1157.1146726946272
2372,4205,4323.105,5079.682350885629
2373,675,639.53,-119.02433141070105
2374,956,928.56,1246.1509481240396
2375,6566,7385.35,8090.811300334729
2376,709,668.67,29.096244356261195
2377,7607,6641.06,6182.179275716629
2378,781,934.18,1561.0817298455495
2379,4425,4480.36,4708.803717939477
2380,449,506.75,-530.2209862936343
2381,666,678.57,65.92308403103561
2382,985,938.17,1256.955436363799
2383,1363,1343.4808333333335,1190.665508336545
2384,683,702.45,-323.520509537022
2385,1207,1250.9,1919.133254253633
2386,5778,6248.69,6631.618708322571
2387,3965,5837.82,3494.6899666505115
2388,13720,12647.77,10960.624892032629
2389,4081,4133.52,3752.704434964618
2390,1107,836.95,1619.5083584563858
2391,3347,3080.93,4197.001829827897
2392,7151,6492.05,7071.332325050387
2393,11180,13395.3,11587.365669873045
2394,523,502.87,-1206.4181749627041
2395,970,914.3,870.403950470808
2396,823,1035.62,922.8969926615141
2397,854,769.96,493.0089272886994
2398,3599,4829.96,2095.9741824901303
2399,1035,944.1,961.8932304612445
2400,3062,3006.56,3433.2457672172786
2401,501,592.08,-36.31516362957427
2402,2659,2828.02,3017.2015548489494
2403,7429,8377.64,8647.00109211831
2404,2173,2206.92,3052.677397559928
2405,2005,1975.93,2604.694345936031
2406,2321,2496.61,3230.557725590437
2407,8666,8001.05,9582.159165116736
2408,5807,5927.71,6440.64741646669
2409,2875,2988.82,2892.1253843258587
2410,7284,8591.95,9426.441470949045
2411,826,875.0,1519.5247738792646
2412,4381,4710.21,5468.956590567865
2413,624,620.195,561.3524522806365
2414,1026,918.59,932.9196420071057
2415,598,686.75,866.5087655681104
2416,2686,2712.47,3506.0113262266286
2417,3816,3710.97,4416.048897599851
2418,642,634.32,742.2813155401091
2419,2596,2455.99,3010.4858701950943
2420,12349,13065.85,13094.052218776307
2421,1627,1853.13,2480.654388206516
2422,9302,9120.38,9396.252725017823
2423,3566,3574.1,4357.887128566366
2424,2018,1999.06,2789.380908742876
2425,1846,1919.7,2206.4443985615835
2426,561,586.14,285.3314055520814
2427,868,960.49,1195.5223469519597
2428,7062,7284.6,8557.800459560745
2429,2016,2038.77,2553.0605289090986
2430,2404,2481.83,2953.7560773537266
2431,783,870.41,151.3501672729035
2432,3455,4519.98,1989.8103028984901
2433,4664,4592.63,5589.02830134124
2434,7539,7245.04,6690.993847757995
2435,9641,9529.59,8416.122945119596
2436,1007,992.78,1600.7293820210125
2437,828,751.05,536.8354715632686
2438,3287,3730.57,3629.4809184391343
2439,844,839.5,499.88870397758456
2440,12716,12761.573333333336,12430.975662571453
2441,2549,2839.92,3143.6182805479566
2442,1091,914.79,1207.760450930692
2443,853,961.62,1367.1444870405949
2444,6659,7146.84,6557.899918248727
2445,2745,3729.81,3951.9188437609328
2446,7912,8239.61,8272.161511541908
2447,2141,2064.44,2860.2537990353376
2448,2757,2832.7,2615.8779622545603
2449,737,724.95,506.4181616361343
2450,2313,2375.57,2878.3175289720766
2451,675,659.24,90.80802863124609
2452,789,816.06,1020.6380563875946
2453,552,688.71,-30.757985895339516
2454,3170,2994.6,3565.3392496961847
2455,7585,10255.24,10076.231442641663
2456,3338,3711.24,3545.344131347578
2457,4484,4117.05,4386.077639107109
2458,10577,8783.6,7021.88271784881
2459,1814,1932.4,2315.8843620117414
2460,1330,1085.0,1888.0640154341827
2461,4876,4901.57,4979.137997601398
2462,5044,5047.66,6243.142588194924
2463,6418,6479.54,6219.348536813333
2464,1922,1682.91,2332.7538951354763
2465,1715,1988.07,1604.0361499054457
2466,2469,2382.48,3195.1309450676986
